CPU Name ,"CPU Mark
","Rank
"
AMD Ryzen Z1 Extreme,"24,870",600
Intel Core Ultra 7 155H,"24,864",601
Intel Xeon Gold 5415+,"24,849",602
Intel Xeon Silver 4410Y,"24,797",603
Intel Xeon Gold 6143 @ 2.80GHz,"24,786",604
AMD Ryzen 7 7840U,"24,782",605
Intel Core i7-13705H,"24,703",606
Intel Core i9-11900KF @ 3.50GHz,"24,694",607
Intel Xeon Gold 6240 @ 2.60GHz,"24,677",608
Intel Xeon Gold 6208U @ 2.90GHz,"24,670",609
Intel Core i5-12600HX,"24,623",610
AMD Ryzen 7 PRO 7840U,"24,623",611
AMD Ryzen 5 8400F,"24,555",612
AMD Ryzen AI 7 350,"24,469",613
AMD Ryzen 7 5700G,"24,412",614
Intel Core i7-11700K @ 3.60GHz,"24,401",615
Intel Xeon W-2170B @ 2.50GHz,"24,387",616
AMD Ryzen 9 6900HX,"24,351",617
Intel Core i7-12800H,"24,343",618
Intel Core i5-14450HX,"24,322",619
AMD Ryzen 7 5700,"24,297",620
Intel Xeon Gold 6152 @ 2.10GHz,"24,287",621
Intel Xeon Gold 6222V @ 1.80GHz,"24,254",622
AMD Ryzen 7 7435H,"24,156",623
Intel Core i7-13620H,"24,156",624
Intel Xeon Gold 5220 @ 2.20GHz,"24,154",625
Intel Xeon E5-2679 v4 @ 2.50GHz,"24,131",626
AMD Ryzen 7 PRO 5750G,"24,093",627
AMD EPYC 7451,"24,059",628
Intel Xeon Silver 4216R @ 2.20GHz,"24,027",629
AMD Ryzen AI 7 PRO 350,"24,016",630
Intel Xeon D-2766NT @ 2.00GHz,"24,013",631
Apple M3 Pro 12 Core,"23,997",632
Apple M4 10 Core,"23,950",633
AMD Ryzen 7 PRO 8840U,"23,932",634
Intel Xeon Gold 6140 @ 2.30GHz,"23,927",635
Intel Xeon W-1390 @ 2.80GHz,"23,902",636
AMD Ryzen 5 PRO 8600GE,"23,883",637
Intel Xeon Gold 6138 @ 2.00GHz,"23,850",638
Intel Core i7-11700KF @ 3.60GHz,"23,793",639
Intel Xeon Gold 6122 @ 1.80GHz,"23,781",640
AMD Ryzen 9 PRO 6950H,"23,770",641
Intel Core i5-13400,"23,739",642
AMD Ryzen 7 7840S,"23,707",643
AMD Ryzen 7 7735H,"23,616",644
Intel Core i5-12600HL,"23,615",645
Intel Xeon E E-2486,"23,605",646
AMD Ryzen 7 250,"23,564",647
Intel Core i9-7920X @ 2.90GHz,"23,564",648
Intel Xeon E-2388G @ 3.20GHz,"23,543",649
AMD Ryzen 5 PRO 8640U,"23,509",650
Intel Core i5-13500E,"23,509",651
Intel Core i5-13600HE,"23,483",652
AMD Ryzen 7 3800XT,"23,464",653
Intel Xeon W-2175 @ 2.50GHz,"23,449",654
AMD Ryzen 7 PRO 6850H,"23,414",655
Intel Xeon Gold 6146 @ 3.20GHz,"23,388",656
AMD Ryzen 7 7435HS,"23,382",657
Intel Core i5-13600H,"23,363",658
AMD Ryzen 7 8840U,"23,342",659
AMD Ryzen 9 5980HX,"23,338",660
Intel Xeon Gold 6256 @ 3.60GHz,"23,287",661
AMD Ryzen 5 PRO 8645HS,"23,227",662
AMD EPYC 7351,"23,226",663
AMD EPYC 7F32,"23,198",664
Intel Xeon Platinum 8176 @ 2.10GHz,"23,179",665
AMD Ryzen 9 6900HS,"23,151",666
AMD Ryzen 7 7735HS,"23,143",667
AMD Ryzen Threadripper 1920X,"23,115",668
AMD Ryzen 7 6800H,"23,045",669
AMD Ryzen 7 3800X,"23,043",670
AMD Ryzen 7 PRO 250,"22,998",671
Intel Core i5-14500T,"22,978",672
Qualcomm Snapdragon X Elite - X1E-80-100,"22,927",673
Intel Xeon W-1370 @ 2.90GHz,"22,926",674
AMD Ryzen 5 7640HS,"22,909",675
Intel Core i9-12900TE,"22,887",676
AMD Ryzen 5 PRO 7640HS,"22,885",677
Intel Core i9-11900KB @ 3.30GHz,"22,870",678
Intel Xeon W-1370P @ 3.60GHz,"22,870",679
Intel Xeon E5-2698 v4 @ 2.20GHz,"22,870",680
Qualcomm Snapdragon X Elite - X1E-78-100,"22,837",681
Intel Core i5-12600HE,"22,827",682
AMD Ryzen 7 PRO 3700,"22,810",683
AMD Ryzen 7 6800HS,"22,788",684
AMD Ryzen 9 PRO 6950HS,"22,775",685
Intel Core i7-13700TE,"22,754",686
AMD Ryzen 7 6810U,"22,741",687
Intel Xeon Platinum P-8124 @ 3.00GHz,"22,674",688
Intel Core i5-13500T,"22,642",689
AMD Ryzen 5 240,"22,576",690
Intel Xeon Gold 6246 @ 3.30GHz,"22,571",691
AMD Ryzen 5 8645HS,"22,531",692
ARM - 20 Core 0 MHz,"22,504",693
Intel Core i9-11900 @ 2.50GHz,"22,466",694
AMD Ryzen 7 3700X,"22,453",695
Intel Core i9-10900K @ 3.70GHz,"22,432",696
Intel Core Ultra 5 135H,"22,427",697
Intel Xeon W-2255 @ 3.70GHz,"22,423",698
Intel Core i9-10900X @ 3.70GHz,"22,394",699
Intel Core i9-11980HK @ 2.60GHz,"22,382",700
Intel Xeon W-1290P @ 3.70GHz,"22,341",701
AMD Ryzen 7 PRO 6850HS,"22,330",702
Intel Xeon Gold 6132 @ 2.60GHz,"22,326",703
Intel Core i9-10900KF @ 3.70GHz,"22,314",704
AMD Ryzen 9 5900HX,"22,312",705
Apple M4 9 Core,"22,271",706
Apple M1 Max 10 Core 3200 MHz,"22,144",707
AMD Ryzen AI 7 PRO 360,"22,099",708
Intel Core i9-11900F @ 2.50GHz,"22,080",709
AMD Ryzen Threadripper 1920,"22,066",710
Intel Core i7-12650HX,"22,057",711
AMD Ryzen 5 5600T,"22,053",712
AMD Ryzen 5 5600XT,"22,042",713
AMD EPYC 7203P,"22,017",714
Intel Core i9-10850K @ 3.60GHz,"22,015",715
AMD Ryzen 5 PRO 8500G,"22,001",716
Apple M1 Pro 10 Core 3200 MHz,"21,921",717
Intel Core i7-1370PE,"21,920",718
Intel Core i7-12650H,"21,919",719
AMD Ryzen 5 PRO 5645,"21,904",720
Intel Xeon Silver 4310 @ 2.10GHz,"21,903",721
Apple M2 Pro 10 Core 3480 MHz,"21,892",722
AMD Ryzen 5 5600X3D,"21,891",723
AMD Ryzen 7 5700GE,"21,857",724
AMD Ryzen 5 5600X,"21,855",725
Intel Xeon W-11955M @ 2.60GHz,"21,837",726
Intel Xeon Gold 6262 @ 1.90GHz,"21,823",727
Intel Core i7-11700B @ 3.20GHz,"21,810",728
Intel Xeon Gold 6130T @ 2.10GHz,"21,804",729
Intel Xeon Gold 5218 @ 2.30GHz,"21,728",730
AMD Ryzen 7 7736U,"21,725",731
Intel Xeon E-2436,"21,708",732
AMD Ryzen 5 PRO 8500GE,"21,642",733
AMD EPYC 7281,"21,621",734
Intel Core i9-9900X @ 3.50GHz,"21,619",735
Intel Xeon E7-8891 v3 @ 2.80GHz,"21,615",736
Intel Xeon E5-2697A v4 @ 2.60GHz,"21,605",737
Qualcomm Snapdragon X Plus X1P-64-100,"21,605",738
AMD Ryzen 5 8500G,"21,592",739
AMD Ryzen 5 5600,"21,541",740
AMD Ryzen 7 6800HS Creator Edition,"21,538",741
Intel Xeon E5-2696 v3 @ 2.30GHz,"21,518",742
Intel Xeon Gold 6130 @ 2.10GHz,"21,490",743
AMD Ryzen 9 6900HS Creator Edition,"21,455",744
AMD Ryzen 7 PRO 5750GE,"21,443",745
Intel Xeon Gold 5218T @ 2.10GHz,"21,433",746
Intel Core i5-12600,"21,400",747
Intel Core i9-10910 @ 3.60GHz,"21,395",748
Intel Core i5-13500TE,"21,383",749
Hygon C86-4G (OPN:3490),"21,378",750
Intel Core i7-11850HE @ 2.60GHz,"21,365",751
Intel Core i5-13500H,"21,349",752
AMD Ryzen 9 5900HS,"21,320",753
AMD Ryzen 5 PRO 8640HS,"21,299",754
AMD Ryzen 5 PRO 7640U,"21,287",755
Intel Core 5 220H,"21,268",756
AMD Ryzen 5 8500GE,"21,208",757
ARM Apple M1 Max (Virtual) 10 Core 0 MHz,"21,197",758
Intel Xeon E5-2699C v4 @ 2.20GHz,"21,172",759
AMD Ryzen 7 5800HS Creator Edition,"21,166",760
Intel Core i7-12700T,"21,163",761
Intel Xeon E-2378G @ 2.80GHz,"21,153",762
Intel Core i5-12600H,"21,144",763
Intel Core i5-14400T,"21,124",764
AMD Ryzen 5 7640U,"21,095",765
Intel Xeon W-2155 @ 3.30GHz,"21,063",766
Intel Xeon E5-2673 v4 @ 2.30GHz,"21,059",767
Intel Core Ultra 5 125H,"21,058",768
Intel Core i9-7900X @ 3.30GHz,"21,046",769
Intel Core i7-7900X @ 3.30GHz,"21,008",770
Intel Xeon E5-2697 v4 @ 2.30GHz,"20,985",771
Intel Xeon Gold 6136 @ 3.00GHz,"20,973",772
AMD Ryzen 7 PRO 5755GE,"20,894",773
Intel Xeon Silver 4216 @ 2.10GHz,"20,877",774
Intel Core i9-11950H @ 2.60GHz,"20,863",775
AMD Ryzen 5 230,"20,846",776
Intel Xeon E5-2697R v4 @ 2.30GHz,"20,843",777
Apple M4 8 Core,"20,795",778
AMD EPYC 7262,"20,779",779
AMD Ryzen 7 5800H,"20,779",780
Intel Core i7-11700F @ 2.50GHz,"20,735",781
AMD Ryzen 7 PRO 6850U,"20,708",782
AMD Ryzen 7 7735U,"20,696",783
AMD Ryzen 7 H 255,"20,686",784
Intel Core i7-11700 @ 2.50GHz,"20,669",785
AMD Ryzen 5 PRO 230,"20,653",786
Intel Xeon D-2753NT @ 2.00GHz,"20,626",787
Intel Core i5-12500H,"20,614",788
Intel Xeon Silver 4310T @ 2.30GHz,"20,607",789
AMD Ryzen 5 PRO 5650G,"20,577",790
AMD EPYC 8024P,"20,556",791
Intel Xeon W-2150B @ 3.00GHz,"20,553",792
Intel Xeon Gold 6250 @ 3.90GHz,"20,552",793
Intel Xeon Gold 6334 @ 3.60GHz,"20,512",794
Intel Xeon E-2456,"20,507",795
Intel Xeon Gold 5315Y @ 3.20GHz,"20,477",796
AMD Ryzen 7 PRO 6860Z,"20,451",797
Intel Core Ultra 7 266V,"20,448",798
AMD Ryzen 7 6800U,"20,435",799
Intel Xeon Gold 6226 @ 2.70GHz,"20,429",800
Intel Core i9-9820X @ 3.30GHz,"20,428",801
Intel Xeon Gold 6138T @ 2.00GHz,"20,356",802
Intel Core i5-13400T,"20,341",803
AMD Ryzen 5 5600GT,"20,325",804
AMD Ryzen 5 8640U,"20,322",805
Intel Core i3-12300HL,"20,321",806
AMD Ryzen 5 7545U,"20,319",807
Intel Xeon E5-4667 v4 @ 2.20GHz,"20,319",808
AMD Ryzen 9 5980HS,"20,309",809
Intel Xeon D-1747NTE @ 2.50GHz,"20,279",810
Intel Core i7-1370P,"20,261",811
ARM Neoverse-N1 64 Core 2200 MHz,"20,250",812
AMD Ryzen AI 5 340,"20,239",813
AMD Ryzen 7 PRO 4750G,"20,234",814
AMD Ryzen Embedded V3C48,"20,203",815
Intel Core i5-12490F,"20,202",816
Intel Core Ultra 7 268V,"20,183",817
Intel Core i9-11900H @ 2.50GHz,"20,143",818
Intel Core i7-1280P,"20,142",819
AMD Ryzen 7 4700G,"20,140",820
Intel Xeon W-1290 @ 3.20GHz,"20,079",821
Intel Core i5-12500E,"20,049",822
Intel Core i7-11850H @ 2.50GHz,"20,045",823
Intel Xeon E5-2699 v3 @ 2.30GHz,"20,009",824
Intel Core i7-11800H @ 2.30GHz,"19,995",825
Intel Xeon E5-2686 v4 @ 2.30GHz,"19,920",826
Intel Core Ultra 7 256V,"19,902",827
Intel Core Ultra 9 288V,"19,896",828
AMD Ryzen 5 PRO 5655G,"19,887",829
Intel Core i5-12500,"19,868",830
AMD Ryzen 5 8640HS,"19,798",831
Intel Core i9-10900F @ 2.80GHz,"19,793",832
ARM - 16 Core 0 MHz,"19,753",833
AMD Ryzen 7 PRO 4700G,"19,715",834
AMD Ryzen 5 5600G,"19,714",835
AMD Ryzen 7 4700GE,"19,674",836
AMD Ryzen 7 5800HS,"19,628",837
Intel Xeon W-1350P @ 4.00GHz,"19,611",838
Intel Xeon W-11865MRE @ 2.60GHz,"19,589",839
AMD EPYC 3451,"19,532",840
Intel Core i5-11600K @ 3.90GHz,"19,524",841
Intel Core i7-12700TE,"19,507",842
Intel Xeon E-2386G @ 3.50GHz,"19,506",843
Intel Core i5-11600KF @ 3.90GHz,"19,506",844
Intel Core i5-1250P,"19,474",845
AMD Ryzen 7 7445HS,"19,469",846
Intel Core i9-10900E @ 2.80GHz,"19,469",847
AMD Ryzen 7 PRO 5800H,"19,461",848
AMD Ryzen 5 PRO 7545U,"19,450",849
Intel Xeon W-2245 @ 3.90GHz,"19,449",850
Intel Core i5-12400F,"19,444",851
Intel Core i9-9900KS @ 4.00GHz,"19,441",852
Intel CoreT i5-1350P,"19,429",853
AMD Ryzen 5 PRO 215,"19,426",854
AMD EPYC 7252,"19,411",855
Intel Xeon D-2183IT @ 2.20GHz,"19,377",856
Intel Xeon Gold 6137 @ 3.90GHz,"19,365",857
AMD Ryzen 5 5500,"19,324",858
Intel Xeon E5-2690 v4 @ 2.60GHz,"19,309",859
Intel Core i9-10900 @ 2.80GHz,"19,289",860
Intel Xeon 6337P,"19,257",861
Apple M3 8 Core,"19,188",862
Intel Core Ultra 7 258V,"19,109",863
Intel Xeon D-2752TER @ 1.80GHz,"19,102",864
Intel Xeon W-1290E @ 3.50GHz,"19,060",865
AMD Ryzen 9 4900H,"18,978",866
Intel Xeon E5-2676 v4 @ 2.40GHz,"18,978",867
Intel Xeon E5-2695 v4 @ 2.10GHz,"18,953",868
Intel Core 5 210H,"18,918",869
Intel Core i5-1350P,"18,909",870
AMD Ryzen 9 4900HS,"18,870",871
AMD Ryzen AI 5 PRO 340,"18,851",872
Intel Core Ultra 5 225U,"18,840",873
Hygon C86 7255 16-core,"18,831",874
ARM Neoverse-N1 80 Core 2600 MHz,"18,823",875
Intel Xeon E5-2698 v3 @ 2.30GHz,"18,805",876
Intel Core Ultra 5 236V,"18,803",877
Intel Xeon W-1350 @ 3.30GHz,"18,788",878
Intel Xeon 6333P,"18,751",879
Intel Core i5-12400,"18,750",880
Intel Xeon Silver 4509Y,"18,749",881
AMD Ryzen 9 5900HS Creator Edition,"18,747",882
Intel Core i5-1340P,"18,734",883
AMD Ryzen 7 Pro 7735U,"18,703",884
Intel Xeon w3-2425,"18,695",885
AMD Ryzen 5 6600H,"18,667",886
AMD Ryzen 5 5500GT,"18,658",887
Intel Xeon Gold 6244 @ 3.60GHz,"18,657",888
Intel Xeon W-1270E @ 3.40GHz,"18,635",889
Intel Xeon Silver 4309Y @ 2.80GHz,"18,624",890
Intel Core i7-1360P,"18,620",891
Intel Xeon E5-2682 v4 @ 2.50GHz,"18,617",892
Intel Core i7-10700K @ 3.80GHz,"18,600",893
AMD Ryzen 5 7540U,"18,576",894
AMD Ryzen 5 3600XT,"18,560",895
Intel Core Ultra 7 255U,"18,558",896
AMD Ryzen Z1,"18,513",897
Intel Core Ultra 5 226V,"18,497",898
AMD Ryzen 7 PRO 4750GE,"18,470",899
Intel Core i9-11900T @ 1.50GHz,"18,461",900
Intel Xeon E-2356G @ 3.20GHz,"18,459",901
AMD Ryzen Embedded V2748,"18,434",902
Intel Core i7-10700KF @ 3.80GHz,"18,427",903
Intel Core i7-1370PRE,"18,420",904
Intel Core Ultra 7 265U,"18,414",905
Intel Core Ultra 5 238V,"18,412",906
Intel Xeon W-1290T @ 1.90GHz,"18,409",907
Intel Core i5-1250PE,"18,365",908
AMD Ryzen 7 PRO 7730U,"18,362",909
AMD Ryzen 5 8540U,"18,332",910
Intel Core i7-1265UL,"18,294",911
AMD Ryzen 5 220,"18,272",912
Intel Xeon Gold 5120 @ 2.20GHz,"18,251",913
Intel Xeon W-3225 @ 3.70GHz,"18,251",914
Intel Xeon E7-8880 v3 @ 2.30GHz,"18,244",915
AMD Ryzen 5 PRO 5655GE,"18,241",916
Intel Core i5-12450HX,"18,240",917
AMD Ryzen 7 4800H,"18,210",918
Intel Xeon E5-2697 v3 @ 2.60GHz,"18,196",919
AMD Ryzen 5 PRO 5650GE,"18,190",920
AMD Ryzen 5 PRO 8540U,"18,184",921
AMD Ryzen 7 5800U,"18,173",922
Snapdragon X Plus - X1P42100 - Qualcomm Ory,"18,155",923
Intel Core i9-9900K @ 3.60GHz,"18,150",924
AMD Ryzen 5 3600X,"18,149",925
Intel Xeon E5-2686 v3 @ 2.00GHz,"18,148",926
AMD Ryzen 5 5600GE,"18,143",927
Intel Xeon Gold 5120T @ 2.20GHz,"18,127",928
AMD Ryzen 7 5825U,"18,119",929
AMD Ryzen 7 4800HS,"18,105",930
Intel Core i9-9900KF @ 3.60GHz,"18,085",931
Intel Core i7-9800X @ 3.80GHz,"18,080",932
Intel Xeon D-2187NT @ 2.00GHz,"18,070",933
AMD Ryzen 7 7730U,"18,029",934
Intel Xeon Gold 6144 @ 3.50GHz,"17,992",935
Intel Xeon W-2145 @ 3.70GHz,"17,988",936
Intel Core i7-1270PE,"17,960",937
Intel Xeon E5-2666 v4 @ 2.80GHz,"17,958",938
AMD EPYC 4124P,"17,958",939
AMD Ryzen 5 PRO 6650H,"17,936",940
AMD Ryzen 5 7535HS,"17,930",941
Intel Core i5-11600 @ 2.80GHz,"17,917",942
Intel Xeon Phi 7290 @ 1.50GHz,"17,839",943
Intel Xeon Silver 4214R @ 2.40GHz,"17,834",944
Intel Xeon D-1736NT @ 2.70GHz,"17,826",945
AMD 4700S,"17,800",946
AMD Ryzen 5 6600HS Creator Edition,"17,760",947
Intel Core i3-1320PRE,"17,759",948
Intel Xeon Gold 6234 @ 3.30GHz,"17,752",949
Snapdragon X Plus (8-core) @ 3.30 GHz,"17,748",950
Intel Xeon W-11855M @ 3.20GHz,"17,715",951
AMD EPYC 7232P,"17,712",952
Intel Xeon E5-2687W v4 @ 3.00GHz,"17,699",953
AMD Ryzen 5 3600,"17,698",954
Intel Core i7-6950X @ 3.00GHz,"17,684",955
AMD Ryzen 5 PRO 7540U,"17,627",956
Intel Core Ultra 5 235U,"17,600",957
Intel Xeon E5-2683 v4 @ 2.10GHz,"17,591",958
Intel Core 3 100HL,"17,586",959
ARM Neoverse-N1 64 Core 3000 MHz,"17,515",960
Intel Xeon W-1270 @ 3.40GHz,"17,513",961
Intel Xeon W-1270P @ 3.80GHz,"17,504",962
Intel Xeon Gold 6126 @ 2.60GHz,"17,492",963
Intel Xeon E5-2680R v4 @ 2.40GHz,"17,487",964
Intel Xeon W-11555MRE @ 2.60GHz,"17,484",965
Intel Core i5-1340PE,"17,476",966
AMD Ryzen 7 4980U Microsoft Surface Edition,"17,469",967
Intel Core i5-13420H,"17,465",968
AMD Ryzen 7 2700X,"17,463",969
Intel Xeon E-2288G @ 3.70GHz,"17,446",970
Intel Core i5-12600T,"17,446",971
Intel Xeon E5-4669 v3 @ 2.10GHz,"17,430",972
Intel Core Ultra 5 125U,"17,401",973
ARM Neoverse-N1 32 Core 0 MHz,"17,384",974
Intel Xeon E5-2680 v4 @ 2.40GHz,"17,366",975
Intel Core i7-13800HRE,"17,362",976
Intel Core Ultra 5 135U,"17,354",977
Intel Xeon E-2378 @ 2.60GHz,"17,332",978
Intel Xeon W-2140B @ 3.20GHz,"17,317",979
Intel Core Ultra 5 228V,"17,282",980
Intel Atom P5362,"17,276",981
AMD Ryzen 5 PRO 3600,"17,211",982
Apple M1 Pro 8 Core 3200 MHz,"17,204",983
Intel Core i7-7820X @ 3.60GHz,"17,197",984
AMD Ryzen 5 4400G,"17,160",985
Intel Core i5-11500 @ 2.70GHz,"17,113",986
AMD Ryzen 7 4850U Mobile,"17,110",987
Intel Xeon E5-2689 v4 @ 3.10GHz,"17,084",988
Intel Core i5-11500B @ 3.30GHz,"17,083",989
AMD Ryzen 5 7535U,"17,046",990
AMD Ryzen 5 6600U,"17,031",991
Intel Core Ultra 7 165U,"16,980",992
Intel Xeon W-3223 @ 3.50GHz,"16,976",993
Intel Xeon E-2278G @ 3.40GHz,"16,964",994
AMD Ryzen 7 PRO 2700X,"16,959",995
ARM - 12 Core 2000 MHz,"16,944",996
AMD Ryzen 7 PRO 5850U,"16,931",997
Intel Core i5-11400F @ 2.60GHz,"16,903",998
Intel Core 5 120U,"16,876",999
Snapdragon X - X126100 - Qualcomm Oryon,"16,846",1000
Intel Xeon Gold 5118 @ 2.30GHz,"16,815",1001
AMD Ryzen Threadripper 1900X,"16,800",1002
Intel Core i7-1270P,"16,771",1003
Intel Core i7-1260P,"16,749",1004
Virtual @ 3.80GHz,"16,736",1005
Intel Core i5-11400 @ 2.60GHz,"16,682",1006
AMD Ryzen 5 5600H,"16,667",1007
AMD Ryzen 5 7430U,"16,601",1008
Intel Xeon E5-2695 v3 @ 2.30GHz,"16,594",1009
AMD Ryzen 7 PRO 5875U,"16,591",1010
AMD Ryzen 7 4800U,"16,575",1011
Intel Xeon Gold 6134 @ 3.20GHz,"16,523",1012
Intel Xeon Gold 5117 @ 2.00GHz,"16,487",1013
Intel Xeon E7-4809 v2 @ 1.90GHz,"16,471",1014
AMD Ryzen 5 Pro 7535U,"16,467",1015
Intel Core i5-1240P,"16,464",1016
Intel Xeon Silver 4214Y @ 2.20GHz,"16,442",1017
AMD Ryzen 5 PRO 6650U,"16,429",1018
Intel Core i5-12500T,"16,396",1019
AMD Ryzen 5 PRO 4400G,"16,365",1020
Intel Core Ultra 7 155U,"16,362",1021
Intel Xeon Silver 4214 @ 2.20GHz,"16,320",1022
AMD Ryzen 5 PRO 4655G,"16,315",1023
AMD Ryzen 7 1800X,"16,314",1024
Intel Xeon Gold 5215 @ 2.20GHz,"16,304",1025
AMD Ryzen 9 4950U Mobile,"16,290",1026
Intel Xeon E5-2698B v3 @ 2.00GHz,"16,287",1027
Intel Core i9-9900 @ 3.10GHz,"16,266",1028
Intel Core i9-13900TE,"16,265",1029
Intel Core i5-12450H,"16,242",1030
Intel Xeon E5-4650 v4 @ 2.20GHz,"16,225",1031
AMD Ryzen 7 Extreme Edition,"16,224",1032
Intel Core i7-10700F @ 2.90GHz,"16,212",1033
Intel Xeon E-2336 @ 2.90GHz,"16,212",1034
Intel Xeon Platinum 8151 @ 3.40GHz,"16,208",1035
Intel Xeon D-2733NT @ 2.10GHz,"16,206",1036
Intel Core i7-10700 @ 2.90GHz,"16,156",1037
Intel Core i3-1220PE,"16,146",1038
Intel Core i7-10700E @ 2.90GHz,"16,131",1039
Intel Xeon E5-2669 v3 @ 2.30GHz,"16,107",1040
AMD Ryzen 5 PRO 4650G,"16,100",1041
AMD Ryzen 5 4500,"16,080",1042
Intel Core i7-11600H @ 2.90GHz,"16,076",1043
Intel Xeon 6325P,"16,045",1044
Intel Xeon E5-2690 v3 @ 2.60GHz,"16,036",1045
AMD Ryzen 5 4600G,"15,987",1046
Intel Xeon W-11865MLE @ 1.50GHz,"15,917",1047
Intel Core i9-9900B @ 3.10GHz,"15,893",1048
AMD Ryzen 5 4600GE,"15,889",1049
Intel Core i5-11500H @ 2.90GHz,"15,816",1050
Intel Core i5-12400T,"15,787",1051
Intel Xeon E-2278GE @ 3.30GHz,"15,765",1052
AMD Ryzen Embedded V2718,"15,761",1053
Intel Xeon E5-2660 v4 @ 2.00GHz,"15,741",1054
Intel Xeon Gold 5215 @ 2.50GHz,"15,719",1055
Intel Core i7-11700T @ 1.40GHz,"15,671",1056
Intel Xeon D-1746TER @ 2.00GHz,"15,660",1057
Apple M2 8 Core 3500 MHz,"15,658",1058
AMD Ryzen 7 2700,"15,657",1059
AMD Ryzen 7 1700X,"15,629",1060
AMD Ryzen 7 5700U,"15,606",1061
Intel Xeon w3-2423,"15,576",1062
AMD Ryzen 7 PRO 1700X,"15,562",1063
AMD Ryzen 5 7530U,"15,537",1064
Intel Core i5-11260H @ 2.60GHz,"15,528",1065
Intel Xeon D-1726 @ 2.90GHz,"15,511",1066
Intel Xeon W-10885M @ 2.40GHz,"15,497",1067
Intel Xeon Gold 5217 @ 3.00GHz,"15,429",1068
Intel Core i3-14100F,"15,410",1069
Intel Xeon E5-4667 v3 @ 2.00GHz,"15,397",1070
Intel Xeon E5-4660 v4 @ 2.20GHz,"15,375",1071
AMD Ryzen 7 PRO 2700,"15,364",1072
AMD Ryzen 5 PRO 4650GE,"15,353",1073
Intel Core i5-11400H @ 2.70GHz,"15,336",1074
AMD Ryzen 5 5560U,"15,243",1075
Intel Core i3-14100,"15,228",1076
Intel Core 7 150U,"15,224",1077
AMD Ryzen 9 5900H,"15,207",1078
Intel Core i9-10980HK @ 2.40GHz,"15,205",1079
Intel Xeon E-2286M @ 2.40GHz,"15,197",1080
Intel Xeon Silver 4116T @ 2.10GHz,"15,187",1081
AMD Ryzen 5 5600U,"15,185",1082
Intel Xeon Silver 4210R @ 2.40GHz,"15,138",1083
Intel Xeon E E-2434,"15,133",1084
Intel Xeon D-2166NT @ 2.00GHz,"15,105",1085
Intel Xeon Silver 4215R @ 3.20GHz,"15,002",1086
AMD EPYC 7301,"14,991",1087
AMD EPYC 7251,"14,935",1088
Intel Xeon Silver 4116 @ 2.10GHz,"14,918",1089
Intel Xeon E5-2680 v3 @ 2.50GHz,"14,912",1090
Intel Xeon E5-2658A v3 @ 2.20GHz,"14,879",1091
AMD Ryzen 7 PRO 4750U,"14,878",1092
Intel Xeon Gold 5115 @ 2.40GHz,"14,875",1093
Intel Xeon D-1733NT @ 2.00GHz,"14,849",1094
Intel Xeon E5-1681 v3 @ 2.90GHz,"14,820",1095
Intel Core 3 201E,"14,817",1096
AMD Ryzen 7 1700,"14,797",1097
AMD Ryzen 5 PRO 4400GE,"14,795",1098
AMD Ryzen 5 5625U,"14,784",1099
Intel Xeon E5-2683 v3 @ 2.00GHz,"14,777",1100
AMD Ryzen 3 PRO 8300GE,"14,719",1101
Intel Core i9-10900T @ 1.90GHz,"14,714",1102
AMD Ryzen 7 PRO 1700,"14,696",1103
Intel Core i3-13100F,"14,682",1104
Montage Jintide C4215R,"14,672",1105
Intel Xeon E5-2678 v3 @ 2.50GHz,"14,665",1106
AMD Ryzen 7 2700E,"14,657",1107
ARM Neoverse-N2 16 Core 0 MHz,"14,636",1108
Intel Core i5-12500TE,"14,632",1109
Intel Core i7-10875H @ 2.30GHz,"14,620",1110
Intel Core i5-13600HRE,"14,591",1111
AMD Ryzen 7 5825C,"14,561",1112
AMD Ryzen 5 PRO 5650U,"14,558",1113
Intel Core i7-6900K @ 3.20GHz,"14,556",1114
AMD Ryzen 3 PRO 8300G,"14,540",1115
Intel Xeon E5-2687W v3 @ 3.10GHz,"14,540",1116
Intel Core i9-10885H @ 2.40GHz,"14,532",1117
AMD Ryzen 5 7533HS,"14,520",1118
Intel Xeon W-1290TE @ 1.80GHz,"14,505",1119
Intel Core i5-1345U,"14,479",1120
Intel Core i3-1220P,"14,476",1121
Intel Core i5-11600T @ 1.70GHz,"14,447",1122
Intel Xeon Silver 4215 @ 2.50GHz,"14,439",1123
Intel Xeon E5-2658 v4 @ 2.30GHz,"14,434",1124
AMD Ryzen 5 PRO 5675U,"14,426",1125
Intel Core i7-9700K @ 3.60GHz,"14,411",1126
Intel Xeon W-2135 @ 3.70GHz,"14,407",1127
Intel Xeon Silver 4123 @ 3.00GHz,"14,405",1128
AMD Ryzen 3 8300G,"14,374",1129
Intel Core i3-12300,"14,352",1130
ARM - 12 Core 0 MHz,"14,352",1131
AMD Ryzen 5 4600HS,"14,319",1132
Intel Xeon E5-2697 v2 @ 2.70GHz,"14,294",1133
Intel Core i7-1355U,"14,279",1134
Intel Xeon W-2235 @ 3.80GHz,"14,276",1135
Intel Core i3-12100E,"14,271",1136
Intel Core i5-10600K @ 4.10GHz,"14,259",1137
Intel Xeon E5-4660 v3 @ 2.10GHz,"14,256",1138
